customerID,tenure,MonthlyCharges,TotalCharges,Churn,Partner,MultipleLines,StreamingMovies,DeviceProtection,SeniorCitizen,StreamingTV,PaperlessBilling,OnlineSecurity,InternetService,TechSupport,PaymentMethod,PhoneService,Dependents,OnlineBackup,Contract,gender
7005-CYUIL,0.986111111111111,0.8074626865671642,0.8253788227708181,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,2,0
4821-WQOYN,1.0,0.01840796019900498,0.15270933124539426,0,0,1,2,2,0,2,0,2,2,2,3,1,1,2,2,0
4730-AWNAU,0.5,0.4223880597014925,0.25729435335298456,0,0,0,1,1,0,1,1,1,0,1,3,0,1,1,1,1
3452-FLHYD,0.3472222222222222,0.026865671641791017,0.0570134027266028,0,0,1,2,2,0,2,0,2,2,2,2,1,0,2,1,1
2388-LAESQ,1.0,0.9611940298507461,0.9577595338983053,0,0,2,1,1,1,1,0,1,1,1,2,1,0,0,2,0
9531-NSBMR,0.5,0.009950248756218888,0.07827468680913781,0,1,1,2,2,0,2,0,2,2,2,2,1,0,2,1,0
6260-ONULR,0.013888888888888888,0.4432835820895522,0.007231024318349301,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1
4389-UEFCZ,1.0,0.8681592039800995,0.8686440677966103,0,0,2,1,1,0,1,0,1,1,0,0,1,0,1,2,0
8711-LOBKY,0.8194444444444444,0.015920398009950265,0.1368195007369197,0,0,1,2,2,0,2,1,2,2,2,1,1,1,2,2,1
9134-CEQMF,0.09722222222222221,0.708955223880597,0.07791774134119382,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1
8985-OOPOS,0.013888888888888888,0.5557213930348258,0.008532148120854828,0,1,1,1,1,0,1,1,0,0,1,3,1,0,1,1,0
8800-ZKRFW,0.41666666666666663,0.8880597014925372,0.3733534450994842,0,0,2,1,1,0,1,0,0,1,1,0,1,1,0,0,0
2616-FLVQC,0.8888888888888888,0.012935323383084563,0.1427954587324982,0,1,1,2,2,0,2,1,2,2,2,1,1,0,2,2,1
9968-FFVVH,0.875,0.5029850746268656,0.4733960482682389,0,1,2,0,1,0,0,1,1,0,1,2,1,0,0,1,1
3108-PCCGG,1.0,0.6587064676616915,0.6793305545320562,0,0,2,1,1,1,1,1,1,0,0,3,1,0,0,2,1
7993-PYKOF,0.1111111111111111,0.5646766169154228,0.07288020449521004,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1
8390-FESFV,0.861111111111111,0.6592039800995024,0.597964259395726,0,1,2,1,1,0,1,1,0,0,1,2,1,0,0,2,0
3022-BEXHZ,0.9305555555555555,0.9248756218905473,0.8671241709653649,0,0,2,1,1,0,1,0,0,1,1,2,1,1,0,2,1
5027-XWQHA,0.08333333333333333,0.26368159203980096,0.031198185335298455,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
6248-TKCQV,0.9722222222222222,0.6203980099502486,0.6287076271186441,0,0,2,1,0,0,1,0,1,0,1,2,1,1,1,2,0
6729-GDNGC,0.2777777777777778,0.6213930348258706,0.18586495946941786,0,1,1,0,0,1,1,1,0,1,0,2,1,0,1,0,0
6198-ZFIOJ,0.06944444444444445,0.5706467661691541,0.046345338983050856,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5989-OMNJE,0.3333333333333333,0.39154228855721396,0.15748779476787034,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0
4566-QVRRW,0.15277777777777776,0.2567164179104477,0.05569500736919676,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1291-CUOCY,1.0,0.9189054726368159,0.9167971628592485,0,0,2,1,1,0,1,0,0,1,1,3,1,0,0,2,1
9795-SHUHB,0.9166666666666666,0.39751243781094525,0.43878960943257195,0,0,1,0,0,0,0,0,1,0,1,3,1,1,0,2,0
3230-IUALN,0.625,0.6243781094527363,0.4068717759764186,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,2,0
0042-RLHYP,0.9583333333333333,0.014427860696517386,0.16084423360353725,0,0,1,2,2,0,2,1,2,2,2,2,1,1,2,2,0
8519-IMDHU,0.20833333333333331,0.6701492537313432,0.15493160464259398,1,0,2,1,0,1,0,0,0,1,0,2,1,0,1,0,1
4945-RVMTE,0.38888888888888884,0.41094527363184075,0.18957834377302876,0,1,1,0,1,0,1,0,0,0,0,2,1,0,1,0,0
0201-OAMXR,0.9722222222222222,0.9681592039800994,0.9358419307295507,1,1,2,1,1,0,1,1,1,1,1,3,1,0,0,1,0
1866-NXPSP,0.5,0.5701492537313433,0.3086023857774503,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0
3372-KWFBM,0.2222222222222222,0.6800995024875621,0.14749907885040534,1,1,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1
7831-QGOXH,0.25,0.6661691542288557,0.1789217943994105,1,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0
6393-WRYZE,0.4722222222222222,0.7900497512437811,0.36932917280766403,1,0,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0
3941-XTSKM,0.5833333333333333,0.2671641791044776,0.23593519712601332,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,1
1661-CZBAU,0.6666666666666666,0.5243781094527363,0.41787951363301407,0,1,2,1,0,0,0,0,1,0,1,2,1,0,1,1,1
6599-RCLCJ,0.6527777777777778,0.908457711442786,0.5900596444362566,1,0,2,1,1,0,1,0,0,1,1,0,1,0,0,0,1
9831-BPFRI,0.5416666666666666,0.7094527363184079,0.40006102616064854,1,0,2,0,1,0,0,0,0,1,1,0,1,1,0,1,0
5158-RIVOP,0.15277777777777776,0.026368159203980085,0.023293570375829038,0,0,1,2,2,0,2,1,2,2,2,3,1,1,2,2,0
9788-YTFGE,0.09722222222222221,0.01691542288557213,0.016983695652173916,0,1,1,2,2,0,2,0,2,2,2,1,1,0,2,0,1
9277-JOOMO,0.041666666666666664,0.06318407960199005,0.009942658437730288,0,1,2,2,2,0,2,1,2,2,2,1,1,0,2,0,0
1907-YLNYW,0.1111111111111111,0.482089552238806,0.06666820191599117,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1
1725-MIMXW,0.013888888888888888,0.011940298507462671,0.002239544952100221,1,1,1,2,2,0,2,0,2,2,2,1,1,1,2,0,1
8947-YRTDV,0.4444444444444444,0.7616915422885572,0.36057825165806934,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1
3161-ONRWK,0.8333333333333333,0.47363184079601983,0.45231899410464266,0,0,1,0,1,0,0,0,1,0,1,2,1,1,0,1,1
0114-RSRRW,0.1388888888888889,0.01691542288557213,0.021618229550479002,0,0,1,2,2,0,2,0,2,2,2,2,1,0,2,0,0
4565-NLZBV,0.986111111111111,0.06368159203980098,0.19691299742078117,0,0,2,2,2,0,2,0,2,2,2,2,1,0,2,2,0
0031-PVLZI,0.05555555555555555,0.020895522388059695,0.008791221444362564,1,0,1,2,2,0,2,1,2,2,2,1,1,1,2,0,0
7206-GZCDC,0.013888888888888888,0.5074626865671642,0.007973701179071483,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
6682-VCIXC,0.5972222222222222,0.32835820895522383,0.24774318349299929,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,1,0
4791-QRGMF,0.8194444444444444,0.808457711442786,0.6863831061164335,1,0,2,1,1,0,1,0,0,1,0,2,1,0,1,1,1
6475-VHUIZ,0.3194444444444444,0.35820895522388063,0.1406537859248342,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
3910-MRQOY,1.0,0.011442786069651711,0.17230678887251294,0,0,1,2,2,0,2,1,2,2,2,2,1,0,2,2,0
0661-WCQNQ,0.3055555555555555,0.37810945273631835,0.14878868828297717,0,0,1,0,0,0,0,0,1,0,1,3,1,0,1,1,1
7537-RBWEA,0.013888888888888888,0.06865671641791044,0.002895864038319823,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4656-CAURT,0.9583333333333333,0.056716417910447736,0.19725267133382463,0,1,2,2,2,0,2,1,2,2,2,2,1,0,2,2,1
0121-SNYRK,0.6944444444444444,0.1706467661691542,0.2013748157700811,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
1768-ZAIFU,0.013888888888888888,0.06915422885572137,0.0029016212232866622,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4671-LXRDQ,0.027777777777777776,0.26616915422885573,0.01110560980103169,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
3733-LSYCE,0.20833333333333331,0.5681592039800994,0.12833341009579957,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0
6265-FRMTQ,0.4305555555555555,0.021393034825870627,0.07013402726602802,0,1,1,2,2,0,2,1,2,2,2,2,1,0,2,2,1
1934-SJVJK,0.013888888888888888,0.018905472636815884,0.002320145541635962,1,1,1,2,2,0,2,1,2,2,2,1,1,0,2,0,1
3838-OZURD,0.9166666666666666,0.86318407960199,0.8213487932940311,1,0,2,1,1,0,1,0,0,1,0,3,1,0,0,0,1
1371-DWPAZ,0.0,0.3761194029850746,0.0,0,0,0,0,1,0,1,1,1,0,1,3,0,1,0,2,0
9269-CQOOL,0.041666666666666664,0.36268656716417913,0.019511099852616065,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,0,1
2017-CCBLH,0.1111111111111111,0.01741293532338306,0.01630434782608696,0,1,1,2,2,0,2,1,2,2,2,1,1,0,2,2,0
7690-KPNCU,0.8888888888888888,0.545273631840796,0.5398685058953574,0,0,1,1,1,0,1,0,1,0,0,3,1,1,1,1,1
0536-BGFMZ,0.38888888888888884,0.02238805970149252,0.06483165991156964,0,0,1,2,2,0,2,1,2,2,2,1,1,0,2,0,0
2293-IJWPS,0.7916666666666666,0.8208955223880597,0.6891350405305823,0,0,2,1,1,0,1,0,0,1,0,3,1,0,1,1,0
2845-HSJCY,0.19444444444444442,0.6865671641791045,0.1449198599852616,1,0,2,1,1,0,0,0,0,1,0,0,1,1,1,0,0
5469-NUJUR,0.2638888888888889,0.01691542288557213,0.043006171702284456,0,1,1,2,2,0,2,0,2,2,2,1,1,0,2,2,1
1184-PJVDB,0.1388888888888889,0.6139303482587065,0.09870117907148122,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
2625-TRCZQ,0.7083333333333333,0.3124378109452736,0.29400216470154755,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4102-HLENU,0.9305555555555555,0.4716417910447761,0.4977489406779662,0,0,2,0,1,0,0,1,1,0,0,1,1,0,0,2,0
7266-GSSJX,0.15277777777777776,0.021890547263681587,0.028878039793662495,0,0,1,2,2,0,2,0,2,2,2,0,1,1,2,0,1
7722-VJRQD,1.0,0.4248756218905473,0.5237944454679441,0,0,0,1,1,0,1,1,1,0,1,2,0,1,1,2,1
7073-QETQY,0.9166666666666666,0.020895522388059695,0.15653785924834196,0,0,1,2,2,0,2,0,2,2,2,0,1,1,2,1,1
9415-DPEWS,0.25,0.6975124378109452,0.18875506632277084,1,1,2,0,0,0,1,0,0,1,1,0,1,0,1,0,0
5624-RYAMH,0.125,0.01243781094527363,0.020593450626381727,0,1,1,2,2,0,2,0,2,2,2,0,1,0,2,0,0
0196-JTUQI,0.125,0.5666666666666667,0.07298383382461313,0,1,2,0,0,0,0,0,0,1,0,3,1,0,1,0,0
7130-YXBRO,0.6666666666666666,0.927363184079602,0.6120002763448785,0,0,2,1,1,0,1,0,1,1,0,2,1,0,0,0,1
9272-LSVYH,0.1388888888888889,0.5164179104477612,0.08468819086219603,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1
7943-RQCHR,0.125,0.7611940298507462,0.10246637803979368,1,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0
3793-MMFUH,0.18055555555555555,0.7641791044776118,0.14853537214443627,1,1,2,1,0,1,1,0,0,1,0,0,1,0,1,0,0
3249-ZPQRG,0.05555555555555555,0.5990049751243781,0.038003177966101705,1,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2568-BRGYX,0.05555555555555555,0.5169154228855721,0.02739844325718497,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
3084-DOWLE,1.0,0.7338308457711442,0.7454863669859986,0,0,2,1,1,0,1,1,1,0,1,2,1,0,0,2,0
1084-MNSMJ,0.7083333333333333,0.6691542288557214,0.5091596812822403,0,0,1,1,1,0,1,1,1,0,1,3,1,1,0,2,0
7721-JXEAW,0.8194444444444444,0.226865671641791,0.2824129513633014,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
7249-WBIYX,0.1388888888888889,0.6701492537313432,0.09370969970523214,1,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1
4238-HFHSN,0.8472222222222222,0.6358208955223881,0.5647625736919677,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6250-CGGUN,0.75,0.6582089552238807,0.5163101050110539,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
5478-JJVZK,0.4583333333333333,0.42437810945273624,0.23418501289609434,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0
7596-IIWYC,0.375,0.019900497512437804,0.06197033898305086,0,1,1,2,2,0,2,0,2,2,2,2,1,0,2,2,0
6567-HOOPW,0.013888888888888888,0.6064676616915423,0.009119380987472368,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
9793-WECQC,0.3194444444444444,0.7666666666666666,0.252498618275608,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
4291-HPAXL,0.013888888888888888,0.015920398009950265,0.0022856024318349305,0,1,1,2,2,0,2,1,2,2,2,1,1,1,2,0,1
8999-YPYBV,0.625,0.6577114427860695,0.44423014922623444,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,2,1
1839-FBNFR,0.5416666666666666,0.015920398009950265,0.09842483419307296,0,0,1,2,2,0,2,0,2,2,2,2,1,1,2,2,0
3164-AALRN,0.06944444444444445,0.5149253731343283,0.0400009211495947,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1
3071-MVJCD,1.0,0.6373134328358209,0.6695778831982314,0,0,2,0,1,0,1,1,1,0,1,2,1,1,0,2,1
1697-BCSHV,0.8055555555555555,0.48308457711442776,0.4571665438467208,0,0,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0
0562-KBDVM,0.9722222222222222,0.26218905472636816,0.35212670412675023,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0
1131-SUEKT,0.8472222222222222,0.7980099502487562,0.7075810611643332,0,0,1,1,0,0,1,0,0,1,1,2,1,1,0,1,1
3717-OEAUQ,0.027777777777777776,0.5218905472636816,0.01487656595431098,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1
4538-WNTMJ,0.6388888888888888,0.06666666666666665,0.13424603905674284,0,0,2,2,2,0,2,1,2,2,2,1,1,1,2,1,0
3334-CTHOL,0.013888888888888888,0.3154228855721393,0.005751427781871777,1,1,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0
4704-ERYFC,0.3055555555555555,0.5074626865671642,0.17893330876934416,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
9432-RUVSL,0.6666666666666666,0.8383084577114427,0.5646934874723656,0,1,1,1,1,0,1,0,1,1,1,3,1,0,1,2,0
8060-HIWJJ,0.8888888888888888,0.6796019900497512,0.6485526436993369,0,1,2,1,1,0,1,1,0,0,1,3,1,0,0,2,1
7684-XSZIY,1.0,0.06019900497512437,0.1892098839351511,0,0,2,2,2,0,2,1,2,2,2,2,1,1,2,2,1
9089-UOWJG,0.16666666666666666,0.39900497512437816,0.08526966654384673,0,0,1,0,1,0,1,0,0,0,0,3,1,1,1,0,0
8621-MNIHH,0.4722222222222222,0.7562189054726368,0.37048060980103176,1,0,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0
8039-ACLPL,1.0,0.5024875621890547,0.5628454310980103,0,0,1,1,1,0,0,1,1,0,0,3,1,1,0,2,0
9885-AIBVB,0.40277777777777773,0.672139303482587,0.28097941230655865,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1934-MKPXS,0.4583333333333333,0.01840796019900498,0.07145242262343406,0,0,1,2,2,0,2,1,2,2,2,3,1,1,2,1,1
2592-YKDIF,0.013888888888888888,0.020895522388059695,0.0023431742815033167,0,1,1,2,2,0,2,1,2,2,2,1,1,0,2,0,0
2272-JKMSI,0.861111111111111,0.9208955223880596,0.7876922899778925,0,0,2,1,1,0,1,0,0,1,1,0,1,1,0,1,0
0471-LVHGK,0.5694444444444444,0.5447761194029851,0.345569270449521,1,0,2,1,1,0,1,0,0,0,0,0,1,0,1,1,1
9518-RWHZL,0.8888888888888888,0.8139303482587064,0.7201317243920413,1,1,2,1,1,0,1,0,0,1,0,3,1,0,1,1,0
8714-CTZJW,0.05555555555555555,0.6427860696517412,0.03679992630803243,0,1,1,1,1,0,0,0,0,1,0,3,1,0,1,0,0
3569-EDBPQ,0.3333333333333333,0.6577114427860695,0.22315424649963156,0,1,2,0,0,0,0,0,1,1,1,0,1,0,1,0,0
3131-NWVFJ,0.19444444444444442,0.012935323383084563,0.03390981945467945,0,0,1,2,2,0,2,1,2,2,2,1,1,1,2,1,0
7521-YXVZY,0.041666666666666664,0.01691542288557213,0.006712877671333825,0,1,1,2,2,0,2,1,2,2,2,1,1,1,2,0,1
5419-CONWX,0.05555555555555555,0.8114427860696517,0.05099138725128962,1,1,1,1,1,1,1,0,0,1,0,3,1,0,0,0,0
6240-EURKS,0.25,0.16666666666666663,0.06367446573323508,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2373-NTKOD,0.1111111111111111,0.4776119402985074,0.06292027450257923,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
1970-KKFWL,0.4861111111111111,0.05024875621890548,0.0917810427413412,0,1,2,2,2,0,2,1,2,2,2,2,1,0,2,2,0
6960-HVYXR,0.013888888888888888,0.5746268656716418,0.008750921149594696,1,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0
9337-SRRNI,0.9166666666666666,0.07014925373134329,0.19272752394988948,0,1,2,2,2,0,2,0,2,2,2,3,1,1,2,2,1
0895-UADGO,0.1111111111111111,0.2616915422885572,0.039546103537214446,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,1
5678-VFNEQ,0.986111111111111,0.854228855721393,0.8534738854089905,0,0,2,1,1,0,1,0,1,1,0,3,1,0,1,1,0
5977-CKHON,0.5972222222222222,0.7393034825870646,0.46506540162122334,0,0,2,1,1,0,0,0,0,1,0,2,1,1,1,0,0
7024-OHCCK,0.027777777777777776,0.7522388059701491,0.019672301031687548,1,1,2,1,0,1,1,0,0,1,0,0,1,0,1,0,0
2692-BUCFV,0.40277777777777773,0.827860696517413,0.3395127118644068,0,1,1,1,1,1,1,0,0,1,0,2,1,0,0,0,1
7861-UVUFT,0.20833333333333331,0.6572139303482587,0.1506540162122329,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1830-GGFNM,0.9027777777777777,0.7592039800995024,0.6999297623434046,0,0,2,0,1,0,0,1,1,1,1,3,1,1,0,2,1
5302-BDJNT,0.4861111111111111,0.7686567164179104,0.39358419307295506,0,1,2,0,1,0,1,1,0,1,1,0,1,0,1,0,1
5223-UZAVK,0.8888888888888888,0.8164179104477611,0.760385961680177,0,1,1,1,0,0,1,0,1,1,0,3,1,0,0,1,1
4859-ZSRDZ,0.8055555555555555,0.37064676616915426,0.36464858142962425,0,0,0,1,1,0,1,0,0,0,1,3,0,1,1,2,0
5651-WYIPH,0.25,0.3144278606965174,0.09968565770081063,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0
9350-VLHMB,0.9305555555555555,0.7094527363184079,0.7338223102431837,0,0,2,1,0,0,0,0,0,1,0,2,1,1,0,0,1
3498-LZGQZ,0.875,0.008955223880596996,0.13552989130434784,0,0,1,2,2,0,2,0,2,2,2,1,1,1,2,2,1
8785-CJSHH,0.8333333333333333,0.8114427860696517,0.6892213983050849,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0
5357-TZHPP,0.125,0.6582089552238807,0.08434275976418572,1,1,2,1,0,1,0,0,0,1,0,3,1,0,1,0,1
3870-SPZSI,0.9722222222222222,0.9432835820895521,0.9060715272660281,0,0,2,1,1,0,1,0,1,1,1,3,1,1,0,2,0
0680-DFNNY,0.20833333333333331,0.8243781094527362,0.1731818809874724,1,0,2,1,1,0,1,0,0,1,0,0,1,0,1,0,1
7560-QRBXH,0.6666666666666666,0.01691542288557213,0.10785510316875463,0,1,1,2,2,0,2,1,2,2,2,1,1,1,2,1,0
7077-XJMET,0.16666666666666666,0.5562189054726369,0.08536753868828299,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
8752-GHJFU,0.986111111111111,0.7338308457711442,0.7582442888725129,0,0,2,0,1,1,0,0,1,1,1,0,1,0,0,1,1
6896-SRVYQ,0.611111111111111,0.553233830845771,0.35952468680913785,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1
7767-UXAGJ,0.013888888888888888,0.3203980099502488,0.0058089996315401635,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4652-ODEVH,0.625,0.061691542288557194,0.12530513080324246,0,0,2,2,2,0,2,1,2,2,2,1,1,1,2,2,1
6510-UPNKS,0.3194444444444444,0.06517412935323383,0.07085367538688284,0,1,2,2,2,0,2,1,2,2,2,3,1,0,2,1,0
6718-BDGHG,0.5972222222222222,0.46368159203980097,0.3348609064112012,0,0,2,0,0,0,1,0,0,0,1,2,1,0,1,1,0
9046-DQMTP,0.4861111111111111,0.02487562189054726,0.08519482313927783,0,1,1,2,2,0,2,1,2,2,2,2,1,0,2,0,1
6439-LAJXL,0.125,0.5044776119402985,0.06837808585114223,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1
1571-SAVHK,0.16666666666666666,0.8129353233830846,0.13042902542372883,1,1,2,1,0,0,1,0,0,1,1,1,1,0,1,0,1
9052-VKDUW,0.9027777777777777,0.9069651741293533,0.832195329771555,0,0,2,1,1,1,1,0,1,1,0,3,1,0,0,0,0
9546-CQJSU,0.027777777777777776,0.7278606965174129,0.02229182019159912,1,1,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1666-JZPZT,0.375,0.30597014925373134,0.1486908161385409,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1
5777-KJIRB,0.5555555555555556,0.31840796019900497,0.2329990327929256,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
0506-LVNGN,0.06944444444444445,0.5701492537313433,0.04025999447310243,1,1,1,0,1,1,0,0,0,1,0,3,1,0,1,0,0
7677-SJJJK,0.1111111111111111,0.01641791044776117,0.017726372512896094,0,0,1,2,2,0,2,1,2,2,2,3,1,1,2,1,1
2480-EJWYP,0.8055555555555555,0.7915422885572139,0.6285464259395727,0,0,2,1,0,1,1,0,0,1,0,2,1,0,0,1,0
3253-HKOKL,0.7222222222222222,0.8164179104477611,0.6038653739867355,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0
7055-HNEOJ,0.041666666666666664,0.37363184079601985,0.017795458732498163,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1
5514-YQENT,0.5694444444444444,0.9243781094527362,0.5189699244657333,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,2,1
3211-AAPKX,0.2777777777777778,0.7990049751243781,0.2339662398673545,0,1,2,1,0,0,1,0,0,1,1,1,1,0,1,0,1
8445-DNBAE,0.013888888888888888,0.31641791044776113,0.005762942151805454,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2951-QOQTK,0.05555555555555555,0.6223880597014925,0.03827952284450995,1,1,2,0,0,0,0,1,0,1,1,3,1,1,1,0,1
2958-NHPPS,0.3194444444444444,0.025870646766169153,0.0545665991156964,0,1,1,2,2,0,2,1,2,2,2,0,1,0,2,0,1
6806-YDEUL,0.08333333333333333,0.01243781094527363,0.012297347089167281,0,1,1,2,2,1,2,1,2,2,2,2,1,0,2,0,0
1735-XMJVH,0.1111111111111111,0.010945273631840807,0.017570928518791454,0,0,1,2,2,0,2,0,2,2,2,1,1,1,2,0,1
6890-PFRQX,0.25,0.5099502487562189,0.13810335298452472,0,1,2,0,1,0,1,1,1,0,0,1,1,0,1,0,1
0222-CNVPT,0.7222222222222222,0.3039800995024875,0.2941979089904201,0,1,0,1,0,1,1,0,1,0,0,3,0,0,1,0,1
5899-OUVKV,0.4305555555555555,0.7587064676616915,0.343036109064112,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
8681-ICONS,0.40277777777777773,0.023880597014925342,0.07540185151068535,0,0,1,2,2,0,2,0,2,2,2,1,1,1,2,0,1
1621-YNCJH,0.5,0.8736318407960199,0.44150700073691973,0,0,2,1,1,0,0,0,1,1,1,3,1,0,0,2,0
3473-XIIIT,0.2222222222222222,0.8134328358208955,0.1767167925571113,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0
6362-QHAFM,0.5833333333333333,0.8960199004975123,0.5280662767133383,0,0,2,1,1,0,1,0,0,1,1,0,1,0,1,1,1
7893-IXHRQ,0.013888888888888888,0.02288557213930348,0.002366203021370671,1,1,1,2,2,0,2,1,2,2,2,0,1,0,2,0,1
3070-BDOQC,0.8333333333333333,0.8099502487562189,0.6840744749447312,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,2,0
2952-QAYZF,0.06944444444444445,0.6671641791044776,0.048838200073691974,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1
6234-PFPXL,0.3055555555555555,0.772636815920398,0.25734041083271925,0,0,2,0,0,0,1,1,1,1,1,3,1,0,1,0,1
9824-QCJPK,0.5,0.01741293532338306,0.07677206153279294,0,0,1,2,2,0,2,1,2,2,2,1,1,0,2,1,1
4763-PGDPO,0.05555555555555555,0.518905472636816,0.03235537951363302,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
4283-IVYCI,0.125,0.46467661691542295,0.06307571849668386,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1
1866-OBPNR,0.013888888888888888,0.5606965174129352,0.008589719970523213,0,0,1,0,0,0,0,1,0,1,0,3,1,1,0,0,1
8205-MQUGY,0.16666666666666666,0.3079601990049751,0.0657643238761975,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1
8970-ANWXO,0.3194444444444444,0.5522388059701492,0.20226142225497423,0,1,2,1,0,0,1,0,0,0,1,1,1,0,1,1,0
9480-BQJEI,0.861111111111111,0.7368159203980099,0.6599403555637436,0,1,2,1,0,0,0,0,1,1,0,2,1,0,0,1,1
5394-SVGJV,0.5138888888888888,0.8014925373134327,0.400187684229919,1,1,2,1,0,0,1,1,0,1,1,2,1,0,1,0,1
6979-TNDEU,0.1111111111111111,0.009452736318407956,0.018060289240972735,0,1,1,2,2,0,2,1,2,2,2,1,1,0,2,0,0
9777-WJJPR,0.4305555555555555,0.700497512437811,0.30895357406042745,0,0,2,0,1,0,1,1,0,1,0,3,1,0,1,0,1
9283-LZQOH,0.18055555555555555,0.5587064676616916,0.10325511238025056,1,0,2,0,0,0,0,0,0,1,0,3,1,1,1,0,1
7079-QRCBC,0.3333333333333333,0.8009950248756219,0.277185427413412,1,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0
9495-SKLKD,0.625,0.7731343283582089,0.5131551676492263,0,0,2,1,1,0,0,0,0,1,0,2,1,1,0,0,1
6048-UWKAL,0.9583333333333333,0.8671641791044776,0.8058849944731026,0,0,2,1,0,1,1,1,0,1,1,3,1,0,0,2,0
5067-DGXLL,0.027777777777777776,0.019900497512437804,0.00423728813559322,0,1,1,2,2,0,2,1,2,2,2,1,1,0,2,0,1
